DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,02-00,11.4,151,0.97,2892.105692344593,0,2,86,71,,,,,,,,
,03-00,11.4,151,0.97,2892.105692344593,0,2,86,71,,,,,,,,
,04-00,11.3,168,0.97,3189.481495496094,0,2,95,59,,,,,,,,
,05-00,11.3,178,0.97,3379.3315845137186,0,2,95,59,,,,,,,,
,06-00,11.2,200,0.97,3763.3999946856557,0,2,95,59,,,,,,,,
,07-00,11.3,229,0.97,4347.567038503604,0,2,100,48,,,,,,,,
,08-00,11.5,219,0.97,4231.30486009635,0,2,100,48,,,,,,,,
,09-00,11.8,206,0.97,4083.961029947274,0,2,100,48,,,,,,,,
,10-00,11.8,181,0.97,3588.3346913614396,0,2,98,53,,,,,,,,
,11-00,11.8,180,0.97,3568.509637818006,0,2,98,53,,,,,,,,
,12-00,11.6,165,0.97,3215.6908883162255,0,2,98,53,,,,,,,,
,13-00,11.7,153,0.97,3007.5278261101753,0,2,88,63,,,,,,,,
,14-00,11.8,153,0.97,3033.233192145305,0,2,88,63,,,,,,,,
,15-00,11.8,153,0.97,3033.233192145305,0,2,88,63,,,,,,,,
,16-00,11.6,168,0.97,3274.1579953765204,0,2,81,77,,,,,,,,
,17-00,11.3,196,0.97,3721.061744745443,0,2,81,77,,,,,,,,
,18-00,11.7,178,0.97,3498.953941487655,0,2,81,77,,,,,,,,
,19-00,11.7,53,0.97,1041.8233646002568,0,2,80,83,,,,,,,,
,20-00,11.7,55,0.97,1081.1374538304551,0,2,80,83,,,,,,,,
,21-00,11.7,55,0.97,1081.1374538304551,0,2,80,83,,,,,,,,
,22-00,11.6,50,0.97,974.4517843382503,0,2,78,83,,,,,,,,
,23-00,11.6,48,0.97,935.4737129647202,0,2,78,83,,,,,,,,
,24-00,11.6,42,0.97,818.5394988441301,0,2,78,83,,,,,,,,
2021-04-07,01-00,11.5,140,0.97,2704.943746180315,0,2,81,83,,,,,,,,
,02-00,11.5,140,0.97,2704.943746180315,0,2,81,83,,,,,,,,
,03-00,11.5,140,0.97,2704.943746180315,0,2,81,83,,,,,,,,
,04-00,11.5,154,0.97,2975.438120798347,0,2,94,54,,,,,,,,
,05-00,11.6,156,0.97,3040.289567135341,0,2,94,54,,,,,,,,
,06-00,11.6,166,0.97,3235.179924002991,0,2,94,54,,,,,,,,
,07-00,11.2,206,0.97,3876.301994526226,0,2,100,44,,,,,,,,
,08-00,11.2,207,0.97,3895.1189944996536,0,2,100,44,,,,,,,,
,09-00,11.6,191,0.97,3722.405816172116,0,2,100,44,,,,,,,,
,10-00,11.6,171,0.97,3332.6251024368157,0,2,96,49,,,,,,,,
,11-00,11.7,168,0.97,3302.383495336663,0,2,96,49,,,,,,,,
,12-00,11.7,151,0.97,2968.2137368799768,0,2,96,49,,,,,,,,
,13-00,11.8,141,0.97,2795.332549624105,0,2,89,61,,,,,,,,
,14-00,11.9,140,0.97,2799.028746047457,0,2,89,61,,,,,,,,
,15-00,11.9,137,0.97,2739.0495586321545,0,2,89,61,,,,,,,,
,16-00,11.4,157,0.97,3007.023799325173,0,2,87,52,,,,,,,,
,17-00,11.2,177,0.97,3330.608995296806,0,2,87,52,,,,,,,,
,18-00,11.7,146,0.97,2869.9285138044806,0,2,87,52,,,,,,,,
,19-00,11.6,53,0.97,1032.9188913985452,0,2,78,86,,,,,,,,
,20-00,11.7,55,0.97,1081.1374538304551,0,2,78,86,,,,,,,,
,21-00,11.7,51,0.97,1002.5092753700585,0,2,78,86,,,,,,,,
,22-00,11.6,48,0.97,935.4737129647202,0,2,81,72,,,,,,,,
,23-00,11.5,44,0.97,850.1251773709563,0,2,81,72,,,,,,,,
,24-00,11.3,40,0.97,759.4003560704984,0,2,81,72,,,,,,,,
2021-04-08,01-00,11.5,136,0.98,2654.7489137769694,0,2,83,76,,,,,,,,
,02-00,11.5,136,0.98,2654.7489137769694,0,2,83,76,,,,,,,,
,03-00,11.5,136,0.98,2654.7489137769694,0,2,83,76,,,,,,,,
,04-00,11.5,154,0.98,3006.1127406003916,0,2,94,56,,,,,,,,
,05-00,11.4,161,0.98,3115.425931167679,0,2,94,56,,,,,,,,
,06-00,11.3,168,0.98,3222.3627480269815,0,2,94,56,,,,,,,,
,07-00,11.2,203,0.98,3859.2309017668267,0,2,100,40,,,,,,,,
,08-00,11.2,203,0.98,3859.2309017668267,0,2,100,40,,,,,,,,
,09-00,11.4,188,0.98,3637.8886649659853,0,2,100,40,,,,,,,,
,10-00,11.8,165,0.98,3304.856863889872,0,2,97,39,,,,1.0,,,,
,11-00,11.6,180,0.98,3544.191644479739,0,2,97,39,,,,,,,,
,12-00,11.8,160,0.98,3204.7096861962395,0,2,97,39,,,,,,,,
,13-00,11.8,146,0.98,2924.2975886540685,0,2,86,54,,,,,,,,
,14-00,11.8,142,0.98,2844.1798464991625,0,2,86,54,,,,,,,,
,15-00,11.5,155,0.98,3025.6329532016925,0,2,86,54,,,,,,,,
,16-00,11.4,166,0.98,3212.1782892784763,0,2,87,60,,,,,,,,
,17-00,11.3,175,0.98,3356.6278625281057,0,2,87,60,,,,,,,,
,18-00,11.5,142,0.98,2771.870189384777,0,2,87,60,,,,,,,,
,19-00,11.8,55,0.98,1101.6189546299572,0,2,84,61,,,,,,,,
,20-00,11.8,55,0.98,1101.6189546299572,0,2,84,61,,,,,,,,
,21-00,11.6,53,0.98,1043.5675397634786,0,2,84,61,,,,,,,,
,22-00,11.5,49,0.98,956.490417463761,0,2,81,69,,,,,,,,
,23-00,11.3,44,0.98,843.9521482927809,0,2,81,69,,,,,,,,
,24-00,11.3,41,0.98,786.4099563637276,0,2,81,69,,,,,,,,
2021-04-09,01-00,11.5,127,0.98,2479.067000365258,0,2,82,77,,,,,,,,
,02-00,11.5,127,0.98,2479.067000365258,0,2,82,77,,,,,,,,
,03-00,11.5,127,0.98,2479.067000365258,0,2,82,77,,,,,,,,
,04-00,11.3,140,0.98,2685.3022900224846,0,2,91,59,,,,,,,,
,05-00,11.2,154,0.98,2927.6924082369032,0,2,91,59,,,,,,,,
,06-00,11.2,171,0.98,3250.879232522795,0,2,91,59,,,,,,,,
,07-00,11.3,193,0.98,3701.881014102425,0,2,93,56,,,,,,,,
,08-00,11.4,184,0.98,3560.4867784773473,0,2,93,56,,,,,,,,
,09-00,11.8,162,0.98,3244.7685572736923,0,2,93,56,,,,,,,,
,10-00,11.8,152,0.98,3044.474201886427,0,2,93,55,,,,,,,,
,11-00,11.8,141,0.98,2824.150410960436,0,2,93,55,,1.0,,,,,,
,12-00,11.4,142,0.98,2747.7669703466486,0,2,93,55,,1.0,,,,,,
,13-00,11.5,140,0.98,2732.829764182174,0,2,87,64,,,,,,,,
,14-00,11.6,132,0.98,2599.073872618475,0,2,87,64,,,,,,,,
,15-00,11.5,140,0.98,2732.829764182174,0,2,87,64,,,,,,,,
,16-00,11.4,143,0.98,2767.117441968808,0,2,85,64,,,,,,,,
,17-00,11.3,158,0.98,3030.555441596804,0,2,85,64,,,,,,,,
,18-00,11.8,138,0.98,2764.0621043442566,0,2,85,64,,,,,,,,
,19-00,11.8,52,0.98,1041.5306480137779,0,2,81,75,,,,,,,,
,20-00,11.8,53,0.98,1061.5600835525042,0,2,81,75,,,,,,,,
,21-00,11.7,53,0.98,1052.5638116579914,0,2,81,75,,,,,,,,
,22-00,11.7,48,0.98,953.2653388600677,0,2,82,75,,,,,,,,
,23-00,11.6,42,0.98,826.9780503786058,0,2,82,75,,,,,,,,
,24-00,11.8,110,0.98,2203.2379092599144,0,2,82,75,,,,,,,,
2021-04-10,01-00,11.7,110,0.98,2184.566401554322,0,2,82,77,,,,,,,,
,02-00,11.7,110,0.98,2184.566401554322,0,2,82,77,,,,,,,,
,03-00,11.7,110,0.98,2184.566401554322,0,2,82,77,,,,,,,,
,04-00,11.6,110,0.98,2165.8948938487297,0,2,92,58,,,,,,,,
,05-00,11.5,120,0.98,2342.425512156149,0,2,92,58,,,,,,,,
,06-00,11.5,135,0.98,2635.228701175668,0,2,92,58,,,,,,,,
,07-00,11.2,176,0.98,3345.934180842175,0,2,97,47,,,,,,,,
,08-00,11.4,180,0.98,3483.084891988709,0,2,97,47,1.0,,,,,,,
,09-00,11.6,169,0.98,3327.6021550948662,0,2,97,47,1.0,,,,,,,
,10-00,11.8,162,0.98,3244.7685572736923,0,2,95,50,,,,,,,,
,11-00,11.4,184,0.98,3560.4867784773473,0,2,95,50,,,,,,,,
,12-00,11.2,170,0.98,3231.868242858919,0,2,95,50,,,,,,,,
,13-00,11.2,167,0.98,3174.835273867291,0,2,86,67,,,,,,,,
,14-00,11.2,152,0.98,2889.670428909151,0,2,86,67,,,,,,,,
,15-00,11.2,146,0.98,2775.6044909258953,0,2,86,67,,,,,,,,
,16-00,11.2,163,0.98,3098.7913152117867,0,2,80,73,,,,,,,,
,17-00,11.2,171,0.98,3250.879232522795,0,2,80,73,,,,,,,,
,18-00,11.2,154,0.98,2927.6924082369032,0,2,80,73,,,,,,,,
,19-00,11.8,53,0.98,1061.5600835525042,0,2,85,67,,,,,,,,
,20-00,11.8,55,0.98,1101.6189546299572,0,2,85,67,,,,,,,,
,21-00,11.8,54,0.98,1081.5895190912306,0,2,85,67,,,,,,,,
,22-00,11.8,48,0.98,961.4129058588717,0,2,76,78,,,,,,,,
,23-00,11.7,42,0.98,834.1071715025593,0,2,76,78,,,,,,,,
,24-00,11.7,40,0.98,794.3877823833897,0,2,76,78,,,,,,,,
2021-04-11,01-00,11.7,113,0.98,2244.1454852330758,1,2,80,66,,,,,,,,
,02-00,11.7,113,0.98,2244.1454852330758,1,2,80,66,,,,,,,,
,03-00,11.7,113,0.98,2244.1454852330758,1,2,80,66,,,,,,,,
,04-00,11.6,118,0.98,2323.414522492273,1,2,90,48,,,,,,,,
,05-00,11.5,120,0.98,2342.425512156149,1,2,90,48,,,,,,,,
,06-00,11.3,149,0.98,2857.9288658096443,1,2,90,48,,,,,,,,
,07-00,11.2,172,0.98,3269.890222186671,1,2,90,54,,,,,,,,
,08-00,11.3,172,0.98,3299.0856705990523,1,2,90,54,,,,,,,,
,09-00,11.5,168,0.98,3279.395717018609,1,2,90,54,,,,,,,,
,10-00,11.7,168,0.98,3336.428686010237,1,2,88,64,,,,,,,,
,11-00,11.8,168,0.98,3364.945170506051,1,2,88,64,,,,,,,,
,12-00,11.5,144,0.98,2810.9106145873793,1,2,88,64,,,,,,,,
,13-00,11.7,128,0.98,2542.040903626847,1,2,79,80,,,,,,,,
,14-00,11.7,128,0.98,2542.040903626847,1,2,79,80,,,,,,,,
,15-00,11.6,138,0.98,2717.2135941011334,1,2,79,80,,,,,,,,
,16-00,11.4,151,0.98,2921.9212149460836,1,2,78,79,,,,,,,,
,17-00,11.6,142,0.98,2795.9734084229053,1,2,78,79,,,,,,,,
,18-00,11.8,132,0.98,2643.8854911118974,1,2,78,79,,,,,,,,
,19-00,11.8,54,0.98,1081.5895190912306,1,2,79,83,,,,,,,,
,20-00,11.8,55,0.98,1101.6189546299572,1,2,79,83,,,,,,,,
,21-00,11.8,51,0.98,1021.5012124750511,1,2,79,83,,,,,,,,
,22-00,11.8,48,0.98,961.4129058588717,1,2,75,83,,,,,,,,
,23-00,11.7,44,0.98,873.8265606217287,1,2,75,83,,,,,,,,
,24-00,11.7,42,0.98,834.1071715025593,1,2,75,83,,,,,,,,
2021-04-12,01-00,11.7,125,0.98,2482.461819948093,0,2,85,68,,,,,,,,
,02-00,11.7,125,0.98,2482.461819948093,0,2,85,68,,,,,,,,
,03-00,11.7,125,0.98,2482.461819948093,0,2,85,68,,,,,,,,
,04-00,11.6,134,0.98,2638.453779779361,0,2,93,56,,,,,,,,
,05-00,11.6,143,0.98,2815.663362003348,0,2,93,56,,,,,,,,
,06-00,11.6,154,0.98,3032.2528513882207,0,2,93,56,,,,,,,,
,07-00,11.3,187,0.98,3586.7966302443187,0,2,97,41,,,,,,,,
,08-00,11.4,175,0.98,3386.332533877912,0,2,97,41,,,,,,,,
,09-00,11.4,175,0.98,3386.332533877912,0,2,97,41,,,,,,,,
,10-00,11.6,152,0.98,2992.872944227335,0,2,95,46,,,,,,,,
,11-00,11.7,135,0.98,2681.0587655439404,0,2,95,46,,,,,,,,
,12-00,11.8,125,0.98,2503.679442340812,0,2,95,46,,,,,,,,
,13-00,11.8,122,0.98,2443.5911357246323,0,2,88,54,,,,,,,,
,14-00,11.7,118,0.98,2343.443958031,0,2,88,54,,,,,,,,
,15-00,11.7,118,0.98,2343.443958031,0,2,88,54,,,,,,,,
,16-00,11.7,120,0.98,2383.163347150169,0,2,82,59,,,,,,,,
,17-00,11.7,128,0.98,2542.040903626847,0,2,82,59,,,,,,,,
,18-00,11.8,113,0.98,2263.326215876094,0,2,82,59,,,,,,,,
,19-00,11.7,51,0.98,1012.844422538822,0,2,76,81,,,,,,,,
,20-00,11.7,53,0.98,1052.5638116579914,0,2,76,81,,,,,,,,
,21-00,11.7,53,0.98,1052.5638116579914,0,2,76,81,,,,,,,,
,22-00,11.7,48,0.98,953.2653388600677,0,2,74,83,,,,,,,,
,23-00,11.7,42,0.98,834.1071715025593,0,2,74,83,,,,,,,,
,24-00,11.7,41,0.98,814.2474769429745,0,2,74,83,,,,,,,,
2021-04-13,01-00,11.7,98,0.99,1966.1097613988895,0,2,83,70,,,,,,,,
,02-00,11.7,98,0.99,1966.1097613988895,0,2,83,70,,,,,,,,
,03-00,11.7,98,0.99,1966.1097613988895,0,2,83,70,,,,,,,,
,04-00,11.7,98,0.99,1966.1097613988895,0,2,94,48,,,,,,,,
,05-00,11.6,120,0.99,2386.904576894518,0,2,94,48,,,,,,,,
,06-00,11.4,140,0.99,2736.709557991129,0,2,94,48,,,,,,,,
,07-00,11.4,154,0.99,3010.3805137902414,0,2,98,44,,,,,,,,
,08-00,11.3,174,0.99,3371.502714863507,0,2,98,44,,,,,,,,
,09-00,11.4,169,0.99,3303.599395003577,0,2,98,44,,,,,,,,
,10-00,11.4,160,0.99,3127.6680662755757,0,2,97,47,,,,,,,,
,11-00,11.7,144,0.99,2888.9776085861236,0,2,97,47,,,,,,,,
,12-00,11.8,131,0.99,2650.6300969565705,0,2,97,47,,,,,,,,
,13-00,11.9,120,0.99,2448.6348676762727,0,2,87,54,,,,,,,,
,14-00,11.6,115,0.99,2287.450219523913,0,2,87,54,,,,,,,,
,15-00,11.6,118,0.99,2347.122833946276,0,2,87,54,,,,,,,,
,16-00,11.4,128,0.99,2502.1344530204606,0,2,93,53,,,,,,,,
,17-00,11.4,146,0.99,2853.9971104764627,0,2,93,53,,,,,,,,
,18-00,11.8,125,0.99,2529.227191752453,0,2,93,53,,,,,,,,
,19-00,11.7,58,0.99,1163.6159812360775,0,2,78,72,,,,,,,,
,20-00,11.7,57,0.99,1143.5536367320074,0,2,78,72,,,,,,,,
,21-00,11.7,55,0.99,1103.4289477238667,0,2,78,72,,,,,,,,
,22-00,11.7,48,0.99,962.9925361953744,0,2,77,65,,,,,,,,
,23-00,11.9,43,0.99,877.4274942506645,0,2,77,65,,,,,,,,
,24-00,11.9,43,0.99,877.4274942506645,0,2,77,65,,,,,,,,
2021-04-14,01-00,11.9,40,0.94,774.9888133386183,0,2,81,64,,,,,,,,
,02-00,11.9,40,0.94,774.9888133386183,0,2,81,64,,,,,,,,
,03-00,11.9,35,0.94,678.115211671291,0,2,81,64,,,,,,,,
,04-00,11.9,33,0.94,639.3657710043601,0,2,87,56,,,,,,,,
,05-00,11.9,32,0.94,619.9910506708947,0,2,87,56,,,,,,,,
,06-00,11.8,32,0.94,614.7810418417275,0,2,87,56,,,,,,,,
,07-00,11.5,66,0.94,1235.748969168091,0,2,89,56,,,,,,,,
,08-00,11.9,76,0.94,1472.4787453433748,0,2,89,56,,,,,,,,
,09-00,11.8,80,0.94,1536.9526046043188,0,2,89,56,,,,,,,,
,10-00,11.8,76,0.94,1460.1049743741028,0,2,93,48,,,,,,,,
,11-00,11.7,78,0.94,1485.8293929681156,0,2,93,48,,,,,,,,
,12-00,11.8,78,0.94,1498.5287894892108,0,2,93,48,,,,,,,,
,13-00,11.8,78,0.94,1498.5287894892108,0,2,82,75,,,,,,,,
,14-00,11.7,82,0.94,1562.0257720946856,0,2,82,75,,,,,,,,
,15-00,11.7,85,0.94,1619.1730564396132,0,2,82,75,,,,,,,,
,16-00,11.7,78,0.94,1485.8293929681156,0,2,79,82,,,,,,,,
,17-00,11.8,79,0.94,1517.7406970467648,0,2,79,82,,,,,,,,
,18-00,11.8,79,0.94,1517.7406970467648,0,2,79,82,,,,,,,,
,19-00,11.8,54,0.94,1037.4430081079151,0,2,80,65,,,,,,,,
,20-00,11.8,54,0.94,1037.4430081079151,0,2,80,65,,,,,,,,
,21-00,11.8,51,0.94,979.8072854352531,0,2,80,65,,,,,,,,
,22-00,11.8,47,0.94,902.9596552050373,0,2,77,66,,,,,,,,
,23-00,11.8,44,0.94,845.3239325323754,0,2,77,66,,,,,,,,
,24-00,11.8,40,0.94,768.4763023021594,0,2,77,66,,,,,,,,
2021-04-15,01-00,11.7,77,0.98,1529.1964810880252,0,2,81,59,,,,,,,,
,02-00,11.7,77,0.98,1529.1964810880252,0,2,81,59,,,,,,,,
,03-00,11.7,77,0.98,1529.1964810880252,0,2,81,59,,,,,,,,
,04-00,11.7,77,0.98,1529.1964810880252,0,2,92,40,,,,,,,,
,05-00,11.6,82,0.98,1614.5761935963255,0,2,92,40,,,,,,,,
,06-00,11.7,64,0.98,1271.0204518134235,0,2,92,40,,,,,,,,
,07-00,11.4,67,0.98,1296.481598684686,0,2,99,38,,,,,,,,
,08-00,11.4,66,0.98,1277.1311270625267,0,2,99,38,,,,,,,,
,09-00,11.3,100,0.98,1918.0730643017746,0,2,99,38,,,,,,,,
,10-00,11.5,101,0.98,1971.5414727314258,0,2,95,40,,,,,,,,
,11-00,11.5,102,0.98,1991.061685332727,0,2,95,40,,,,,,,,
,12-00,11.6,96,0.98,1890.2355437225274,0,2,95,40,,,,,,,,
,13-00,11.6,94,0.98,1850.8556365616416,0,2,80,66,,,,,,,,
,14-00,11.6,94,0.98,1850.8556365616416,0,2,80,66,,,,,,,,
,15-00,11.6,94,0.98,1850.8556365616416,0,2,80,66,,,,,,,,
,16-00,11.5,90,0.98,1756.819134117112,0,2,80,67,1.0,,,,,,,
,17-00,11.4,98,0.98,1896.3462189716306,0,2,80,67,,,,,,,,
,18-00,11.5,92,0.98,1795.8595593197144,0,2,80,67,,,,,,,,
,19-00,11.6,53,0.98,1043.5675397634786,0,2,80,56,,,,,,,,
,20-00,11.7,58,0.98,1151.8622844559152,0,2,80,56,,,,,,,,
,21-00,11.6,55,0.98,1082.9474469243648,0,2,80,56,,,,,,,,
,22-00,11.6,47,0.98,925.4278182808208,0,2,75,83,,,,,,,,
,23-00,11.6,44,0.98,866.3579575394917,0,2,75,83,,,,,,,,
,24-00,11.6,40,0.98,787.5981432177198,0,2,75,83,,,,,,,,
2021-04-16,01-00,11.8,80,0.99,1618.70540272157,0,2,83,74,,,,,,,,
,02-00,11.8,80,0.99,1618.70540272157,0,2,83,74,,,,,,,,
,03-00,11.8,80,0.99,1618.70540272157,0,2,83,74,,,,,,,,
,04-00,11.8,80,0.99,1618.70540272157,0,2,94,58,,,,,,,,
,05-00,11.6,82,0.99,1631.0514608779206,0,2,94,58,,,,,,,,
,06-00,11.5,85,0.99,1676.1488677545917,0,2,94,58,,,,,,,,
,07-00,11.3,105,0.99,2034.5275003486684,0,2,100,34,,,,,,,,
,08-00,11.3,118,0.99,2286.4213813442175,0,2,100,34,,,,,,,,
,09-00,11.3,116,0.99,2247.6684765756713,0,2,100,34,,,,,,,,
,10-00,11.3,120,0.99,2325.1742861127636,0,2,98,42,,,,,,,,
,11-00,11.4,110,0.99,2150.2717955644584,0,2,98,42,,,,,,,,
,12-00,11.3,104,0.99,2015.151047964395,0,2,98,42,,,,,,,,
,13-00,11.4,96,0.99,1876.6008397653454,0,2,85,61,,,,,,,,
,14-00,11.5,95,0.99,1873.3428521963083,0,2,85,61,,,,,,,,
,15-00,11.5,95,0.99,1873.3428521963083,0,2,85,61,,,,,,,,
,16-00,11.4,102,0.99,1993.8883922506795,0,2,81,68,,,,,,,,
,17-00,11.3,102,0.99,1976.3981431958491,0,2,81,68,,,,,,,,
,18-00,11.4,97,0.99,1896.1487651795678,0,2,81,68,,,,,,,,
,19-00,11.6,54,0.99,1074.1070596025331,0,2,79,70,,,,,,,,
,20-00,11.6,54,0.99,1074.1070596025331,0,2,79,70,,,,,,,,
,21-00,11.6,53,0.99,1054.216188128412,0,2,79,70,,,,,,,,
,22-00,11.6,47,0.99,934.8709592836863,0,2,80,82,,,,,,,,
,23-00,11.6,44,0.99,875.1983448613232,0,2,80,82,,,,,,,,
,24-00,11.6,42,0.99,835.4166019130813,0,2,80,82,,,,,,,,
2021-04-17,01-00,11.8,84,0.99,1699.6406728576483,0,2,85,72,,,,,,,,
,02-00,11.8,84,0.99,1699.6406728576483,0,2,85,72,,,,,,,,
,03-00,11.8,84,0.99,1699.6406728576483,0,2,85,72,,,,,,,,
,04-00,11.8,86,0.99,1740.1083079256875,0,2,94,55,,,,,,,,
,05-00,11.9,87,0.99,1775.2602790652977,0,2,94,55,,,1.0,,,,,
,06-00,11.5,98,0.99,1932.5010475288234,0,2,94,55,,,1.0,,,,,
,07-00,11.5,110,0.99,2169.133828858883,0,2,100,43,,,1.0,,,,,
,08-00,11.3,104,0.99,2015.151047964395,0,2,100,43,,,,,,,,
,09-00,11.3,125,0.99,2422.056548034129,0,2,100,43,,,1.0,,,,,
,10-00,11.3,126,0.99,2441.4330004184017,0,2,98,49,,,1.0,,,,,
,11-00,11.4,127,0.99,2482.586527606238,0,2,98,49,,,,,,,,
,12-00,11.4,127,0.99,2482.586527606238,0,2,98,49,,,,,,,,
,13-00,11.4,115,0.99,2248.01142263557,0,2,87,65,,,,,,,,
,14-00,11.4,108,0.99,2111.1759447360137,0,2,87,65,,,,,,,,
,15-00,11.4,107,0.99,2091.6280193217913,0,2,87,65,,,,,,,,
,16-00,11.4,104,0.99,2032.9842430791243,0,2,86,50,,,,,,,,
,17-00,11.4,109,0.99,2130.723870150236,0,2,86,50,,,,,,,,
,18-00,11.4,115,0.99,2248.01142263557,0,2,86,50,,,,,,,,
,19-00,11.6,56,0.99,1113.8888025507752,0,2,83,73,,,,,,,,
,20-00,11.6,56,0.99,1113.8888025507752,0,2,83,73,,,,,,,,
,21-00,11.6,54,0.99,1074.1070596025331,0,2,83,73,,,,,,,,
,22-00,11.6,50,0.99,994.5435737060492,0,2,81,75,,,,,,,,
,23-00,11.6,45,0.99,895.0892163354443,0,2,81,75,,,,,,,,
,24-00,11.6,43,0.99,855.3074733872023,0,2,81,75,,,,,,,,
2021-04-18,01-00,11.7,89,0.94,1695.3694355661833,1,2,87,67,,,,,,,,
,02-00,11.7,89,0.94,1695.3694355661833,1,2,87,67,,,,,,,,
,03-00,11.7,89,0.94,1695.3694355661833,1,2,87,67,,,,,,,,
,04-00,11.6,96,0.94,1813.0830725501794,1,2,98,45,,,,,,,,
,05-00,11.5,103,0.94,1928.5173306714148,1,2,98,45,,,,,,,,
,06-00,11.3,108,0.94,1986.9671172236342,1,2,98,45,,,,,,,,
,07-00,11.2,126,0.94,2297.6138936627276,1,2,103,39,,,,,,,,
,08-00,11.2,126,0.94,2297.6138936627276,1,2,103,39,,,,,,,,
,09-00,11.2,130,0.94,2370.5540172710676,1,2,103,39,,,,,,,,
,10-00,11.3,128,0.94,2354.9239907835668,1,2,99,47,,,,,,,,
,11-00,11.4,121,0.94,2245.839430922879,1,2,99,47,,,,,,,,
,12-00,11.4,117,0.940000000000001,2171.596805107248,1,2,99,47,,,,,,,,
,13-00,11.2,118,0.940000000000001,2151.7336464460486,1,2,86,67,,,,,,,,
,14-00,11.2,123,0.940000000000001,2242.908800956474,1,2,86,67,,,,,,,,
,15-00,11.2,128,0.940000000000002,2334.0839554669024,1,2,86,67,,,,,,,,
,16-00,11.2,128,0.940000000000001,2334.0839554669,1,2,85,67,,,,,,,,
,17-00,11.2,138,0.940000000000002,2516.4342644877543,1,2,85,67,,,,,,,,
,18-00,11.3,123,0.940000000000002,2262.9347723935884,1,2,85,67,,,,,,,,
,19-00,11.7,54,0.940000000000002,1028.6511182086977,1,2,81,65,,,,,,,,
,20-00,11.7,54,0.940000000000002,1028.6511182086977,1,2,81,65,,,,,,,,
,21-00,11.7,54,0.940000000000002,1028.6511182086977,1,2,81,65,,,,,,,,
,22-00,11.6,48,0.940000000000003,906.5415362750927,1,2,80,80,,,,,,,,
,23-00,11.6,44,0.940000000000003,830.9964082521682,1,2,80,80,,,,,,,,
,24-00,11.6,42,0.940000000000003,793.2238442407061,1,2,80,80,,,,,,,,
2021-04-19,01-00,11.4,98,0.93,1799.5938608608333,0,2,88,69,,,,,,,,
,02-00,11.4,98,0.93,1799.5938608608333,0,2,88,69,,,,,,,,
,03-00,11.4,98,0.93,1799.5938608608333,0,2,88,69,,,,,,,,
,04-00,11.3,105,0.93,1911.2228033578401,0,2,100,44,,,,,,,,
,05-00,11.3,110,0.93,2002.2334130415466,0,2,100,44,,,,,,,,
,06-00,11.2,117,0.93,2110.8018217615786,0,2,100,44,,,,,,,,
,07-00,11.2,105,0.93,1894.3093272219296,0,2,107,29,,,,,,,,
,08-00,11.2,115,0.93,2074.719739338304,0,2,107,29,,,,,,,,
,09-00,11.2,150,0.93,2706.1561817456136,0,2,107,29,,,,,,,,
,10-00,11.2,150,0.93,2706.1561817456136,0,2,100,45,,,,,,,,
,11-00,11.3,138,0.93,2511.8928272703038,0,2,100,45,,,,,,,,
,12-00,11.4,127,0.93,2332.126738054345,0,2,100,45,,,,,,,,
,13-00,11.5,123,0.93,2278.4868565947445,0,2,90,53,,,,,,,,
,14-00,11.5,120,0.93,2222.9140064338967,0,2,90,53,,,,,,,,
,15-00,11.5,120,0.930000000000001,2222.9140064338994,0,2,90,53,,,,,,,,
,16-00,11.4,123,0.930000000000001,2258.673927406967,0,2,88,50,,,,,,,,
,17-00,11.3,133,0.930000000000001,2420.8822175866,0,2,88,50,,,,,,,,
,18-00,11.5,105,0.930000000000002,1945.0497556296639,0,2,88,50,,,,,,,,
,19-00,11.6,52,0.930000000000002,971.6389338267604,0,2,83,77,,,,,,,,
,20-00,11.6,56,0.930000000000002,1046.3803902749728,0,2,83,77,,,,,,,,
,21-00,11.6,54,0.930000000000002,1009.0096620508667,0,2,83,77,,,,,,,,
,22-00,11.6,48,0.930000000000002,896.8974773785482,0,2,84,79,,,,,,,,
,23-00,11.6,45,0.930000000000002,840.841385042389,0,2,84,79,,,,,,,,
,24-00,11.6,44,0.930000000000002,822.1560209303358,0,2,84,79,,,,,,,,
2021-04-20,01-00,11.5,93,0.86,1593.088371277626,0,2,88,71,,,,,,,,
,02-00,11.5,93,0.86,1593.088371277626,0,2,88,71,,,,,,,,
,03-00,11.5,93,0.86,1593.088371277626,0,2,88,71,,,,,,,,
,04-00,11.5,98,0.86,1678.7382837119071,0,2,97,51,,,,,,,,
,05-00,11.5,105,0.86,1798.6481611199004,0,2,97,51,,,,,,,,
,06-00,11.5,120,0.86,2055.597898422743,0,2,97,51,,,,,,,,
,07-00,11.3,139,0.86,2339.6576949656546,0,2,104,41,,,,,,,,
,08-00,11.3,147,0.86,2474.3142529492893,0,2,104,41,,,,,,,,
,09-00,11.3,144,0.86,2423.818043705426,0,2,104,41,,,,,,,,
,10-00,11.3,145,0.86,2440.6501134533805,0,2,101,41,,,,,,,,
,11-00,11.4,141,0.86,2394.3246825541437,0,2,101,41,,,,,,,,
